sender,timestamp,receiver_id,category
Türker Yılmaz,2023-01-15 09:01:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-15 09:27:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-15 09:27:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:29:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:29:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:29:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:29:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:29:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:29:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:30:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:30:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:31:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:31:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:31:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:31:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:31:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:31:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:31:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:32:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:32:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:32:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:32:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:33:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:33:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:33:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:33:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:34:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:34:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:34:00+03:00,422538372484262,childhood_friends
Türker Yılmaz,2023-01-15 09:37:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-15 09:37:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-16 00:04:00+03:00,933375401400554,college_friends
Türker Yılmaz,2023-01-16 00:05:00+03:00,933375401400554,college_friends
Türker Yılmaz,2023-01-16 10:52:00+03:00,873591404044209,close_college_friends
Türker Yılmaz,2023-01-16 10:55:00+03:00,947361696668591,close_college_friends
Türker Yılmaz,2023-01-16 10:55:00+03:00,947361696668591,close_college_friends
Türker Yılmaz,2023-01-16 10:56:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-16 10:56:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-16 10:56:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-16 10:56:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-16 10:57:00+03:00,933375401400554,college_friends
Türker Yılmaz,2023-01-16 10:57:00+03:00,933375401400554,college_friends
Türker Yılmaz,2023-01-16 10:58:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-16 10:59:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-16 10:59:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-16 11:02:00+03:00,873591404044209,close_college_friends
Türker Yılmaz,2023-01-17 01:56:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-17 01:56:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-17 01:59:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-17 02:27:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-17 02:27:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-17 02:31:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-17 02:31:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-17 02:31:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-17 02:31:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-18 01:54:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 01:54:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-18 01:55:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 01:55:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 01:56:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-18 01:57:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 02:00:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-18 02:03:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-18 02:03:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-18 02:10:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-18 02:10:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-18 02:10:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-18 02:10:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 02:11:00+03:00,938686480869446,close_college_friends
Türker Yılmaz,2023-01-18 02:11:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 04:57:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 04:57:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 08:51:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 08:51:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 09:10:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 19:14:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 19:14:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-18 19:21:00+03:00,991780112226749,college_friends
Türker Yılmaz,2023-01-18 19:21:00+03:00,991780112226749,college_friends
Türker Yılmaz,2023-01-18 19:22:00+03:00,991780112226749,college_friends
Türker Yılmaz,2023-01-19 06:48:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-19 06:49:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-19 06:49:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-20 01:51:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-20 01:52:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-20 01:52:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-20 03:17:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-20 03:17:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-20 03:17:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-20 03:21:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-20 03:21:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-20 03:28:00+03:00,669732307764866,high_school_friends
